experience_level,employment_type,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,job_position,job_scope,company_region,abroad
SE,FT,132000,US,100,US,M,STAFF,DATA ENGINEER,Americas,False
MI,FT,81206,GB,0,GB,M,STAFF,ML/AI ENGINEER,Europe,False
EX,FT,330000,US,0,US,M,HEAD,ML/AI ENGINEER,Americas,False
EX,FT,188000,US,0,US,M,HEAD,ML/AI ENGINEER,Americas,False
MI,FT,140000,US,0,US,M,STAFF,BUSINESS INTELLIGENCE,Americas,False
MI,FT,110000,US,0,US,M,STAFF,BUSINESS INTELLIGENCE,Americas,False
SE,FT,190000,US,100,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,170000,US,100,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,150000,US,0,US,M,STAFF,RESEARCH/APPLIED SCIENTIST,Americas,False
SE,FT,125000,US,0,US,M,STAFF,RESEARCH/APPLIED SCIENTIST,Americas,False
MI,FT,90000,US,100,US,M,STAFF,OTHERS,Americas,False
MI,FT,73000,US,100,US,M,STAFF,OTHERS,Americas,False
MI,FT,150000,US,100,US,M,STAFF,BUSINESS INTELLIGENCE,Americas,False
MI,FT,135000,US,100,US,M,STAFF,BUSINESS INTELLIGENCE,Americas,False
MI,FT,70000,US,100,US,M,STAFF,DATA ANALYST,Americas,False
SE,FT,204500,CA,0,CA,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,142200,CA,0,CA,M,STAFF,ML/AI ENGINEER,Americas,False
MI,FT,97000,US,0,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,257000,US,100,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,197000,US,100,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,140000,US,100,US,M,STAFF,BUSINESS INTELLIGENCE,Americas,False
SE,FT,120000,US,100,US,M,STAFF,BUSINESS INTELLIGENCE,Americas,False
SE,FT,79000,US,0,US,M,STAFF,DATA ANALYST,Americas,False
MI,FT,135344,GB,0,GB,M,STAFF,DATA SCIENTIST,Europe,False
MI,FT,98432,GB,0,GB,M,STAFF,DATA SCIENTIST,Europe,False
EX,FT,246080,GB,0,GB,M,HEAD,OTHERS,Europe,False
EX,FT,184560,GB,0,GB,M,HEAD,OTHERS,Europe,False
MI,FT,33686,EE,0,EE,M,STAFF,DATA ANALYST,Europe,False
SE,FT,340000,US,0,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,212000,US,0,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,213600,US,0,US,M,STAFF,ANALYTICS ENGINEER,Americas,False
SE,FT,142400,US,0,US,M,STAFF,ANALYTICS ENGINEER,Americas,False
MI,FT,125000,US,100,US,M,STAFF,ML/AI ENGINEER,Americas,False
MI,FT,85000,US,100,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,207900,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,158400,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,303050,US,0,US,M,STAFF,RESEARCH/APPLIED SCIENTIST,Americas,False
SE,FT,202350,US,0,US,M,STAFF,RESEARCH/APPLIED SCIENTIST,Americas,False
SE,FT,385000,US,0,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,200000,US,0,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,241300,US,0,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,211949,US,0,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,115000,US,100,US,M,MANAGER,OTHERS,Americas,False
SE,FT,90000,US,100,US,M,MANAGER,OTHERS,Americas,False
EN,FT,105000,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
EN,FT,70000,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,123800,US,100,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,142500,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
EN,FT,34924,TR,0,PL,M,STAFF,DATA SCIENTIST,Europe,True
EX,FT,180000,US,100,US,M,STAFF,ML/AI ENGINEER,Americas,False
EX,FT,160000,US,100,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,193600,US,0,US,M,STAFF,BUSINESS INTELLIGENCE,Americas,False
SE,FT,130838,US,0,US,M,STAFF,BUSINESS INTELLIGENCE,Americas,False
SE,FT,143000,US,0,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,95000,US,0,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,328133,US,0,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,218755,US,0,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,250830,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,143370,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,166500,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
MI,FT,162000,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,145000,US,100,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,115000,US,100,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,148350,US,0,US,M,STAFF,RESEARCH/APPLIED SCIENTIST,Americas,False
SE,FT,87400,US,0,US,M,STAFF,RESEARCH/APPLIED SCIENTIST,Americas,False
MI,FT,87500,US,100,US,M,STAFF,DATA ANALYST,Americas,False
MI,FT,62500,US,100,US,M,STAFF,DATA ANALYST,Americas,False
SE,FT,157550,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,104650,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
MI,FT,215000,US,0,US,M,STAFF,OTHERS,Americas,False
MI,FT,120000,US,0,US,M,STAFF,OTHERS,Americas,False
SE,FT,139500,US,100,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,118575,US,100,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,129150,US,0,US,M,STAFF,DATA ANALYST,Americas,False
SE,FT,98400,US,0,US,M,STAFF,DATA ANALYST,Americas,False
SE,FT,98010,US,0,US,M,STAFF,BUSINESS INTELLIGENCE,Americas,False
SE,FT,66825,US,0,US,M,STAFF,BUSINESS INTELLIGENCE,Americas,False
MI,FT,204500,US,0,US,M,STAFF,OTHERS,Americas,False
MI,FT,142200,US,0,US,M,STAFF,OTHERS,Americas,False
SE,FT,190000,US,100,US,M,MANAGER,DATA SCIENTIST,Americas,False
SE,FT,170000,US,100,US,M,MANAGER,DATA SCIENTIST,Americas,False
SE,FT,155000,US,0,US,M,STAFF,RESEARCH/APPLIED SCIENTIST,Americas,False
SE,FT,130000,US,0,US,M,STAFF,RESEARCH/APPLIED SCIENTIST,Americas,False
MI,FT,170000,US,0,US,S,STAFF,ML/AI ENGINEER,Americas,False
MI,FT,120000,US,0,US,S,STAFF,ML/AI ENGINEER,Americas,False
MI,FT,229000,US,0,US,M,STAFF,DATA ANALYST,Americas,False
MI,FT,131000,US,0,US,M,STAFF,DATA ANALYST,Americas,False
SE,FT,164000,US,100,US,M,STAFF,DATA ANALYST,Americas,False
SE,FT,258800,US,0,US,M,STAFF,RESEARCH/APPLIED SCIENTIST,Americas,False
SE,FT,199200,US,0,US,M,STAFF,RESEARCH/APPLIED SCIENTIST,Americas,False
SE,FT,175750,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,136742,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,228856,US,100,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,144540,US,100,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,140000,US,100,US,M,STAFF,DATA ARCHITECT,Americas,False
SE,FT,150600,US,100,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,120500,US,100,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,200000,US,100,US,L,STAFF,ANALYTICS ENGINEER,Americas,False
MI,FT,115500,US,0,US,M,STAFF,OTHERS,Americas,False
MI,FT,73500,US,0,US,M,STAFF,OTHERS,Americas,False
EX,FT,135344,GB,0,GB,M,STAFF,DATA ENGINEER,Europe,False
EX,FT,98432,GB,0,GB,M,STAFF,DATA ENGINEER,Europe,False
SE,FT,172758,US,100,US,M,STAFF,DATA SCIENTIST,Americas,False
MI,FT,86128,GB,100,GB,M,STAFF,RESEARCH/APPLIED SCIENTIST,Europe,False
MI,FT,67672,GB,100,GB,M,STAFF,RESEARCH/APPLIED SCIENTIST,Europe,False
SE,FT,194992,US,100,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,213800,US,0,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,180300,US,0,US,M,STAFF,ML/AI ENGINEER,Americas,False
EX,FT,375500,US,100,US,M,DIRECTOR,DATA SCIENTIST,Americas,False
EX,FT,250300,US,100,US,M,DIRECTOR,DATA SCIENTIST,Americas,False
SE,FT,250500,US,0,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,262269,US,100,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,230797,US,100,US,M,STAFF,ML/AI ENGINEER,Americas,False
MI,FT,147100,US,0,US,M,STAFF,DATA ENGINEER,Americas,False
MI,FT,90700,US,0,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,185000,US,0,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,145000,US,0,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,123040,GB,0,GB,M,STAFF,DATA ANALYST,Europe,False
SE,FT,98432,GB,0,GB,M,STAFF,BUSINESS INTELLIGENCE,Europe,False
SE,FT,62442,GB,0,GB,M,STAFF,BUSINESS INTELLIGENCE,Europe,False
SE,FT,195000,US,100,US,M,STAFF,DATA ANALYST,Americas,False
SE,FT,73500,US,100,US,M,STAFF,DATA ANALYST,Americas,False
SE,FT,84800,US,0,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,185000,US,0,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,145000,US,0,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,158900,US,100,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,132400,US,100,US,M,STAFF,ML/AI ENGINEER,Americas,False
MI,FT,140000,US,100,US,S,STAFF,ML/AI ENGINEER,Americas,False
MI,FT,100000,US,0,US,M,MANAGER,OTHERS,Americas,False
SE,FT,163800,US,0,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,126000,US,0,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,111967,US,100,US,M,STAFF,DATA SCIENTIST,Americas,False
MI,FT,104000,US,0,US,M,STAFF,DATA ANALYST,Americas,False
MI,FT,88000,US,0,US,M,STAFF,DATA ANALYST,Americas,False
SE,FT,216027,US,100,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,101028,US,100,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,262000,US,0,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,186000,US,0,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,129000,CA,100,CA,M,STAFF,DATA ANALYST,Americas,False
SE,FT,95000,CA,100,CA,M,STAFF,DATA ANALYST,Americas,False
MI,FT,92280,GB,0,GB,M,STAFF,DATA ANALYST,Europe,False
MI,FT,67672,GB,0,GB,M,STAFF,DATA ANALYST,Europe,False
EN,FT,29691,IT,50,IT,L,STAFF,DATA SCIENTIST,Europe,False
SE,FT,130000,US,100,US,S,STAFF,DATA ANALYST,Americas,False
SE,FT,105000,US,100,US,S,STAFF,DATA ANALYST,Americas,False
SE,FT,119000,US,0,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,268000,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,137500,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,153300,US,100,US,M,STAFF,DATA ANALYST,Americas,False
SE,FT,104244,US,100,US,M,STAFF,DATA ANALYST,Americas,False
SE,FT,181500,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,127000,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
MI,FT,210000,US,0,US,S,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,120000,CA,100,FR,M,STAFF,ML/AI ENGINEER,Europe,True
SE,FT,385000,US,100,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,245000,US,100,US,M,STAFF,ML/AI ENGINEER,Americas,False
MI,FT,225000,US,0,US,M,STAFF,ML/AI ENGINEER,Americas,False
MI,FT,175000,US,0,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,110019,CA,100,CA,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,86682,CA,100,CA,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,131650,US,0,US,M,STAFF,DATA ANALYST,Americas,False
SE,FT,105320,US,0,US,M,STAFF,DATA ANALYST,Americas,False
SE,FT,210000,US,0,US,M,STAFF,RESEARCH/APPLIED SCIENTIST,Americas,False
SE,FT,151800,US,0,US,M,STAFF,RESEARCH/APPLIED SCIENTIST,Americas,False
SE,FT,147500,US,100,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,112500,US,100,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,134200,US,0,US,M,STAFF,DATA ANALYST,Americas,False
SE,FT,103200,US,0,US,M,STAFF,DATA ANALYST,Americas,False
SE,FT,65000,US,100,US,M,STAFF,DATA ANALYST,Americas,False
SE,FT,55000,US,100,US,M,STAFF,DATA ANALYST,Americas,False
SE,FT,234000,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,165400,US,0,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,127300,US,0,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,180400,US,0,US,M,STAFF,DATA ANALYST,Americas,False
SE,FT,138800,US,0,US,M,STAFF,DATA ANALYST,Americas,False
SE,FT,107968,PH,50,CZ,L,MANAGER,DATA SCIENTIST,Europe,True
MI,FT,32811,ES,100,ES,L,STAFF,ML/AI ENGINEER,Europe,False
MI,FT,38915,IN,50,IN,L,MANAGER,DATA SCIENTIST,Asia,False
MI,FT,185900,US,0,US,M,LEAD,DATA SCIENTIST,Americas,False
MI,FT,129300,US,0,US,M,LEAD,DATA SCIENTIST,Americas,False
MI,FT,135000,US,0,US,M,STAFF,ML/AI ENGINEER,Americas,False
MI,FT,126900,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
MI,FT,77900,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
MI,FT,110736,GB,100,GB,M,STAFF,DATA ENGINEER,Europe,False
SE,FT,330000,US,0,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,204000,US,0,US,M,STAFF,ML/AI ENGINEER,Americas,False
EN,FT,24322,IN,100,CH,L,STAFF,ML/AI ENGINEER,Europe,True
SE,FT,43779,IN,100,IN,L,MANAGER,DATA SCIENTIST,Asia,False
EN,FT,150000,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
EN,FT,140000,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,226000,US,100,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,195000,US,0,US,M,STAFF,OTHERS,Americas,False
SE,FT,160000,US,0,US,M,STAFF,OTHERS,Americas,False
SE,FT,154000,US,0,US,M,STAFF,OTHERS,Americas,False
SE,FT,82000,US,0,US,M,STAFF,OTHERS,Americas,False
SE,FT,160000,US,100,US,M,MANAGER,DATA SCIENTIST,Americas,False
SE,FT,145000,US,100,US,M,MANAGER,DATA SCIENTIST,Americas,False
SE,FT,239400,US,0,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,136800,US,0,US,M,STAFF,ML/AI ENGINEER,Americas,False
EX,FT,329500,US,100,US,M,HEAD,OTHERS,Americas,False
EX,FT,269600,US,100,US,M,HEAD,OTHERS,Americas,False
SE,FT,100000,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,169000,US,0,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,91000,US,0,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,195000,US,100,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,142000,US,100,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,194100,US,0,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,152300,US,0,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,190000,US,0,US,M,STAFF,DATA ARCHITECT,Americas,False
SE,FT,212000,US,100,US,M,STAFF,DATA ENGINEER,Americas,False
MI,FT,38868,ES,100,ES,L,STAFF,ML/AI ENGINEER,Europe,False
MI,FT,152000,US,100,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,144700,US,0,US,M,STAFF,OTHERS,Americas,False
SE,FT,85500,US,0,US,M,STAFF,OTHERS,Americas,False
MI,FT,53120,EE,0,EE,M,STAFF,DATA ANALYST,Europe,False
MI,FT,38868,EE,0,EE,M,STAFF,DATA ANALYST,Europe,False
SE,FT,200000,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
MI,FT,67500,US,0,US,M,STAFF,DATA ANALYST,Americas,False
MI,FT,46500,US,0,US,M,STAFF,DATA ANALYST,Americas,False
EX,FT,265800,US,100,US,M,STAFF,DATA ENGINEER,Americas,False
EX,FT,177200,US,100,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,222000,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,115920,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,250000,US,100,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,190000,US,100,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,64781,ES,100,ES,M,STAFF,ML/AI ENGINEER,Europe,False
SE,FT,204500,US,0,US,M,STAFF,RESEARCH/APPLIED SCIENTIST,Americas,False
SE,FT,142200,US,0,US,M,STAFF,RESEARCH/APPLIED SCIENTIST,Americas,False
MI,FT,130500,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
MI,FT,111000,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,213210,US,100,US,M,STAFF,DATA ANALYST,Americas,False
SE,FT,102434,US,100,US,M,STAFF,DATA ANALYST,Americas,False
SE,FT,250000,US,0,US,M,STAFF,RESEARCH/APPLIED SCIENTIST,Americas,False
EN,FT,80000,CA,50,US,S,STAFF,ML/AI ENGINEER,Americas,True
SE,FT,233400,US,100,US,M,STAFF,ANALYTICS ENGINEER,Americas,False
SE,FT,145300,US,100,US,M,STAFF,ANALYTICS ENGINEER,Americas,False
SE,FT,248000,US,0,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,149000,US,0,US,M,STAFF,DATA ENGINEER,Americas,False
EN,FT,156450,US,100,US,M,STAFF,ANALYTICS ENGINEER,Americas,False
EN,FT,119200,US,100,US,M,STAFF,ANALYTICS ENGINEER,Americas,False
SE,FT,120250,US,0,US,M,STAFF,ML/AI ENGINEER,Americas,False
MI,FT,225000,US,0,US,M,LEAD,DATA SCIENTIST,Americas,False
MI,FT,152700,US,0,US,M,LEAD,DATA SCIENTIST,Americas,False
SE,FT,64781,DE,50,DE,L,STAFF,ML/AI ENGINEER,Europe,False
MI,FT,160000,US,0,US,M,STAFF,DATA ENGINEER,Americas,False
MI,FT,139152,US,0,US,L,STAFF,DATA ENGINEER,Americas,False
MI,FT,82452,US,0,US,L,STAFF,DATA ENGINEER,Americas,False
MI,FT,85000,US,0,US,M,STAFF,OTHERS,Americas,False
MI,FT,65000,US,0,US,M,STAFF,OTHERS,Americas,False
EX,FT,200000,US,100,US,M,STAFF,ML/AI ENGINEER,Americas,False
EX,FT,145000,US,100,US,M,STAFF,ML/AI ENGINEER,Americas,False
EX,FT,295500,US,100,US,M,STAFF,ML/AI ENGINEER,Americas,False
EX,FT,165200,US,100,US,M,STAFF,ML/AI ENGINEER,Americas,False
MI,FT,235000,US,0,US,M,STAFF,ML/AI ENGINEER,Americas,False
MI,FT,135000,US,0,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,180000,US,100,US,M,STAFF,ANALYTICS ENGINEER,Americas,False
SE,FT,144000,US,100,US,M,STAFF,ANALYTICS ENGINEER,Americas,False
MI,FT,65000,US,0,US,M,STAFF,DATA ANALYST,Americas,False
MI,FT,55000,US,0,US,M,STAFF,DATA ANALYST,Americas,False
SE,FT,160667,US,0,US,M,MANAGER,OTHERS,Americas,False
MI,FT,27568,BR,100,BR,L,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,304200,US,0,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,173800,US,0,US,M,STAFF,DATA ENGINEER,Americas,False
MI,FT,191765,US,0,US,M,LEAD,DATA SCIENTIST,Americas,False
MI,FT,134326,US,0,US,M,LEAD,DATA SCIENTIST,Americas,False
SE,FT,173000,US,0,US,M,STAFF,ANALYTICS ENGINEER,Americas,False
SE,FT,160000,US,0,US,M,STAFF,ANALYTICS ENGINEER,Americas,False
SE,FT,258384,US,100,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,153100,US,100,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,146200,US,0,US,M,STAFF,DATA ANALYST,Americas,False
SE,FT,116960,US,0,US,M,STAFF,DATA ANALYST,Americas,False
SE,FT,370000,US,0,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,245000,US,0,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,111600,US,0,US,M,STAFF,OTHERS,Americas,False
SE,FT,72000,US,0,US,M,STAFF,OTHERS,Americas,False
EN,FT,90000,US,50,CA,L,STAFF,DATA ENGINEER,Americas,True
MI,FT,90000,US,100,US,M,STAFF,ANALYTICS ENGINEER,Americas,False
MI,FT,84000,US,100,US,M,STAFF,ANALYTICS ENGINEER,Americas,False
MI,FT,110000,FR,100,FR,M,STAFF,DATA ENGINEER,Europe,False
MI,FT,90000,FR,100,FR,M,STAFF,DATA ENGINEER,Europe,False
SE,FT,253000,US,100,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,162000,US,100,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,145900,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,128100,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,127000,US,100,US,M,STAFF,BUSINESS INTELLIGENCE,Americas,False
SE,FT,95000,US,100,US,M,STAFF,BUSINESS INTELLIGENCE,Americas,False
SE,FT,72000,BR,100,BR,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,60000,BR,100,BR,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,198800,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,122600,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,173650,US,0,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,113900,US,0,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,126000,US,100,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,139500,US,0,US,M,STAFF,OTHERS,Americas,False
SE,FT,110000,US,0,US,M,STAFF,OTHERS,Americas,False
SE,FT,280000,US,0,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,248100,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,145900,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,220000,US,0,US,M,STAFF,BUSINESS INTELLIGENCE,Americas,False
SE,FT,175000,US,0,US,M,STAFF,BUSINESS INTELLIGENCE,Americas,False
SE,FT,108000,US,100,US,M,STAFF,DATA ENGINEER,Americas,False
EX,FT,115000,BR,100,BR,M,HEAD,OTHERS,Americas,False
EX,FT,110000,BR,100,BR,M,HEAD,OTHERS,Americas,False
SE,FT,182500,US,100,US,M,STAFF,OTHERS,Americas,False
SE,FT,135000,US,100,US,M,STAFF,OTHERS,Americas,False
SE,FT,208500,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
MI,CT,35000,PH,100,US,M,STAFF,DATA ANALYST,Americas,True
EX,FT,146000,US,0,US,M,STAFF,DATA ENGINEER,Americas,False
EX,FT,94000,US,0,US,M,STAFF,DATA ENGINEER,Americas,False
MI,FT,300000,QA,100,QA,M,STAFF,ML/AI ENGINEER,Asia,False
SE,FT,205500,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,132500,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,180000,US,100,US,L,STAFF,DATA ANALYST,Americas,False
SE,FT,97750,US,0,US,M,STAFF,ANALYTICS ENGINEER,Americas,False
SE,FT,75000,US,0,US,M,STAFF,ANALYTICS ENGINEER,Americas,False
EN,FT,252990,US,100,US,M,STAFF,RESEARCH/APPLIED SCIENTIST,Americas,False
EN,FT,162170,US,100,US,M,STAFF,RESEARCH/APPLIED SCIENTIST,Americas,False
SE,FT,133200,US,100,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,84000,US,100,US,M,STAFF,DATA ENGINEER,Americas,False
EN,FT,67500,US,0,US,M,STAFF,DATA ANALYST,Americas,False
MI,FT,86128,CA,100,CA,M,STAFF,DATA ENGINEER,Americas,False
MI,FT,61520,CA,100,CA,M,STAFF,DATA ENGINEER,Americas,False
MI,FT,160000,US,100,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,143000,US,100,US,M,STAFF,DATA ANALYST,Americas,False
SE,FT,126277,US,100,US,M,STAFF,DATA ANALYST,Americas,False
SE,FT,224500,US,0,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,126900,US,0,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,227700,US,100,US,M,STAFF,RESEARCH/APPLIED SCIENTIST,Americas,False
SE,FT,154836,US,100,US,M,STAFF,RESEARCH/APPLIED SCIENTIST,Americas,False
SE,FT,126000,US,0,US,M,STAFF,DATA ANALYST,Americas,False
SE,FT,165000,US,0,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,127000,US,0,US,M,STAFF,ML/AI ENGINEER,Americas,False
SE,FT,209000,US,0,US,M,STAFF,ANALYTICS ENGINEER,Americas,False
SE,FT,112500,US,0,US,M,STAFF,ANALYTICS ENGINEER,Americas,False
MI,FT,140000,US,100,US,M,STAFF,DATA ARCHITECT,Americas,False
MI,FT,110000,US,100,US,M,STAFF,DATA ARCHITECT,Americas,False
MI,FT,185900,US,0,US,M,STAFF,DATA ENGINEER,Americas,False
MI,FT,129300,US,0,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,300000,US,0,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,214000,US,0,US,M,STAFF,RESEARCH/APPLIED SCIENTIST,Americas,False
SE,FT,154000,US,0,US,M,STAFF,RESEARCH/APPLIED SCIENTIST,Americas,False
SE,FT,157500,US,100,US,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,255000,US,0,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,178000,US,0,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,109283,US,0,US,M,STAFF,DATA ENGINEER,Americas,False
SE,FT,189000,US,0,US,M,STAFF,RESEARCH/APPLIED SCIENTIST,Americas,False
SE,FT,137000,US,0,US,M,STAFF,RESEARCH/APPLIED SCIENTIST,Americas,False
MI,FT,49216,GB,100,GB,M,STAFF,DATA ENGINEER,Europe,False
SE,FT,170500,CA,100,CA,M,STAFF,DATA SCIENTIST,Americas,False
SE,FT,118575,CA,100,CA,M,STAFF,DATA SCIENTIST,Americas,False
MI,CT,97712,IT,100,NL,L,STAFF,ML/AI ENGINEER,Europe,True
